sym_i,anchor,minute,raw_score,cal_score,rv30,comb,side,fired,symbol
7.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,17.31549727802355,0.6687114197530863,1.0,0.0,LINKUSDT
8.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,19.63538962578178,0.6763040123456789,1.0,0.0,SOLUSDT
9.0,1788447600000.0,10.0,0.5009932729019992,0.5130331753554502,24.958713690727674,0.6841473765432099,1.0,0.0,XRPUSDT
0.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,19.649785873628872,0.788557098765432,1.0,0.0,ADAUSDT
1.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,12.587052214084254,0.742854938271605,1.0,0.0,AVAXUSDT
2.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,7.36317032732744,0.6093402777777778,1.0,0.0,BNBUSDT
3.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,8.861981295338841,0.662445987654321,1.0,0.0,BTCUSDT
4.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,22.338215853405252,0.7935802469135802,1.0,0.0,DOGEUSDT
5.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,11.508899620616464,0.7258603395061729,1.0,0.0,DOTUSDT
6.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,10.033054424699554,0.6938927469135803,1.0,0.0,ETHUSDT
7.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,14.459789138919424,0.7633680555555555,1.0,0.0,LINKUSDT
8.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,13.377637571809924,0.7527276234567901,1.0,0.0,SOLUSDT
9.0,1788447600000.0,30.0,0.5012710365693166,0.5405632618747372,27.830797434396768,0.7980864197530864,1.0,0.0,XRPUSDT
0.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,16.14122267906032,0.795162037037037,1.0,0.0,ADAUSDT
1.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,10.743510417047798,0.7305864197530865,1.0,0.0,AVAXUSDT
2.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,8.523249028680322,0.6720408950617284,1.0,0.0,BNBUSDT
3.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,9.329962709187313,0.6961188271604939,1.0,0.0,BTCUSDT
4.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,19.056346284337398,0.8072723765432099,1.0,0.0,DOGEUSDT
5.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,10.657307339321058,0.7284760802469136,1.0,0.0,DOTUSDT
6.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,12.10231007329844,0.7559876543209876,1.0,0.0,ETHUSDT
7.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,12.431580213396527,0.7608603395061728,1.0,0.0,LINKUSDT
8.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,15.355987882741845,0.790582561728395,1.0,0.0,SOLUSDT
9.0,1788447600000.0,60.0,0.501465595807635,0.4990528060620412,19.408221993253292,0.8080941358024691,1.0,0.0,XRPUSDT
0.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,14.723117702829027,0.8139583333333333,1.0,0.0,ADAUSDT
1.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,10.028290612287428,0.7420601851851851,1.0,0.0,AVAXUSDT
2.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,4.5261901015170505,0.5054050925925926,1.0,0.0,BNBUSDT
3.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,4.5942194512330214,0.5101118827160493,1.0,0.0,BTCUSDT
4.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,18.51670276660266,0.8337461419753086,1.0,0.0,DOGEUSDT
5.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,7.13745937894499,0.6484375,1.0,0.0,DOTUSDT
6.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,5.409327792648916,0.5613657407407407,1.0,0.0,ETHUSDT
7.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,7.17016586092074,0.6498842592592593,1.0,0.0,LINKUSDT
8.0,1788447600000.0,120.0,0.5016148382011603,0.5000621195179525,6.706581489670707,0.6297376543209876,1.0,0.0,SOLUSDT
